"구명","유형","설치주소","지역명","상세설치장소","설치기관(회사)","설치위치(X좌표)","설치위치(Y좌표)","콘텐츠아이디"
"성동구","주요거리","도선동 상점가(왕십리먹자거리)","서울특별시 성동구 왕십리로24길 18","도선동 185-28(C_0007)","서울시(SKT)","127.034294","37.564053","WF162062"
"성동구","주요거리","도선동 상점가(왕십리먹자거리)","서울특별시 성동구 왕십리로24길 18","도선동 185-28(C_0007)","서울시(SKT)","127.034294","37.564053","WF162063"
"성동구","주요거리","도선동 상점가(왕십리먹자거리)","서울특별시 성동구 왕십리로24나길 20","도선동 70(C_0184)/성동구청건너편 미니스톱","서울시(SKT)","127.035408","37.56397","WF162064"
"성동구","주요거리","도선동 상점가(왕십리먹자거리)","서울특별시 성동구 왕십리로24나길 20","도선동 70(C_0184)","서울시(SKT)","127.035408","37.56397","WF162065"
"성동구","주요거리","도선동 상점가(왕십리먹자거리)","서울특별시 성동구 왕십리로26길 1","도선동 284-2(C_0009)","서울시(SKT)","127.032634","37.563446","WF162066"
"성동구","주요거리","도선동 상점가(왕십리먹자거리)","서울특별시 성동구 왕십리로26길 1","도선동 284-2(C_0009)","서울시(SKT)","127.032634","37.563446","WF162067"
"성동구","공공기관","용답동글로벌하우스 AP","서울특별시 성동구 용답길 133","용답동글로벌하우스AP","자치구","127.0548304","37.5605454","WF166044"
"성동구","주요거리","마장중학교 주변","성동구 마장동 766-35","마장동 766-35(C_0104)","서울시(SKT)","127.040648","37.56/647","WF171203"
"성동구","주요거리","마장중학교 주변","성동구 마장동 766-35","마장동 766-35(C_0104)","서울시(SKT)","128.040648","37.56/648","WF171204"
"성동구","주요거리","중앙하이츠 사거리","성동구 마장동 830","마장동 830(C_0151)","서울시(SKT)","127.038351","37.565106","WF171205"
"성동구","주요거리","중앙하이츠 사거리","성동구 마장동 830","마장동 830(C_0151)","서울시(SKT)","127.038351","37.565106","WF171206"
"성동구","공원","시립성동노인종합복지관주변","성동구 마장동 774-2",""마장동 774-2(복지관옆에 소공원  형태의 휴게공간 P_0007)"","서울시(SKT)","127.041587","37.565134","WF171207"
"성동구","공원","시립성동노인종합복지관주변","성동구 마장동 774-2",""마장동 774-2(복지관옆에 소공원  형태의 휴게공간 P_0007)"","서울시(SKT)","127.041587","37.565134","WF171208"
"성동구","주요거리","배수지 공원주변","성동구 금호1가 444-6","금호1가 444-6번지(P_0009)","서울시(SKT)","127.020364","37.554811","WF171209"
"성동구","주요거리","배수지 공원주변","성동구 금호1가 444-6","금호1가 444-6번지(P_0009)","서울시(SKT)","127.020364","37.554811","WF171210"
"성동구","주요거리","성수1가 어린이공원 주변","성동구 성수1가1동 489","성수1가1동 489(F_0040)","서울시(SKT)","127.045729","37.537777","WF171211"
"성동구","주요거리","경일초등학교 주변","성동구 성수1가 656-1778","성수1가 656-1778(C_0161)","서울시(SKT)","127.046201","37.540172","WF171212"
"성동구","주요거리","경일초등학교 주변","성동구 성수1가 656-1778","성수1가 656-1778(C_0161)","서울시(SKT)","127.046201","37.540172","WF171213"
"성동구","주요거리","경동초등학교 주변","성동구 성수동2가 308-4","성수동2가 308-4(C_0657)","서울시(SKT)","127.0514325","37.5427675","WF171214"
"성동구","주요거리","경동초등학교 주변","성동구 성수동2가 308-4","성수동2가 308-4(C_0657)","서울시(SKT)","127.0514325","37.5427675","WF171215"
"성동구","공원","트리마제주변공원","성동구 성수1가1동 635-2","성수1가1동 635-2(F_0050)","서울시(SKT)","127.0439624","37.539952","WF171216"
"성동구","공원","트리마제주변공원","성동구 성수1가1동 635-2","성수1가1동 635-2(F_0050)","서울시(SKT)","127.0439624","37.539952","WF171217"
"성동구","공원","트리마제주변공원","성동구 성수1가1동 514-3","성수1가1동 514-3(F_0049)","서울시(SKT)","127.0445153","37.5378954","WF171218"
"성동구","공원","트리마제주변공원","성동구 성수1가1동 514-3","성수1가1동 514-3(F_0049)","서울시(SKT)","127.0445153","37.5378954","WF171219"
"성동구","공원","트리마제주변공원","성동구 성수1가1동 493-1","성수1가1동 493-1(F_0048)","서울시(SKT)","127.0450346","37.5377705","WF171220"
"성동구","공원","트리마제주변공원","성동구 성수1가1동 493-1","성수1가1동 493-1(F_0048)","서울시(SKT)","127.0450346","37.5377705","WF171221"
"성동구","주요거리","소월아트홀","성동구 행당동 142-16","성동구 행당동 142-16","서울시(SKT)","127.036058","37.559376","WF171222"
"성동구","주요거리","소월아트홀","성동구 행당동 142-16","성동구 행당동 142-16","서울시(SKT)","127.036058","37.559376","WF171223"
"성동구","주요거리","소월아트홀","성동구 행당동 142-16","성동구 행당동 142-16","서울시(SKT)","127.036058","37.559376","WF171224"
"성동구","공공기관","중랑물재생센터 홍보관","성동구 용답동 246","용답동 246(본관 1층 시청각실)","서울시(삼성)","127.0627929","37.5580398","WF171225"
"성동구","공공기관","중랑물재생센터 홍보관","성동구 용답동 246","용답동 246(본관 1층 로비)","서울시(삼성)","127.0627929","37.5580398","WF171226"
"성동구","공공기관","중랑물재생센터 홍보관","성동구 용답동 246","용답동 246(본관 1층 운영분석팀)","서울시(삼성)","127.0627929","37.5580398","WF171227"
"성동구","공공기관","중랑물재생센터 홍보관","성동구 용답동 246","용답동 246(본관 2층 중앙제어실)","서울시(삼성)","127.0627929","37.5580398","WF171228"
"성동구","공공기관","중랑물재생센터 홍보관","성동구 용답동 246","용답동 246(본관 3층 소장실)","서울시(삼성)","127.0627929","37.5580398","WF171229"
"성동구","공공기관","중랑물재생센터 홍보관","성동구 용답동 246",""용답동 246(본관 3층 오니수처리과)"","서울시(삼성)","127.0627929","37.5580398","WF171230"
"성동구","공공기관","중랑물재생센터 과학관","성동구 용답동 246","용답동 246(본관 3층 관리과)","서울시(삼성)","127.0627929","37.5580398","WF171231"
"성동구","공공기관","중랑물재생센터 과학관","성동구 용답동 250-7","용답동 250-7(하수도과학관 1층 전시실1)","서울시(삼성)","127.058046","37.5580231","WF171232"
"성동구","공공기관","중랑물재생센터 과학관","성동구 용답동 250-7","용답동 250-7(하수도과학관 1층 전시실2)","서울시(삼성)","127.058046","37.5580231","WF171233"
"성동구","공공기관","중랑물재생센터 과학관","성동구 용답동 250-7","용답동 250-7(하수도과학관 1층 로비)","서울시(삼성)","127.058046","37.5580231","WF171234"
"성동구","공공기관","중랑물재생센터 과학관","성동구 용답동 250-7","용답동 250-7(하수도과학관 2층 도서실)","서울시(삼성)","127.058046","37.5580231","WF171235"
"성동구","공공기관","중랑물재생센터 과학관","성동구 용답동 250-7","용답동 250-7(하수도과학관 2층 교육실)","서울시(삼성)","127.058046","37.5580231","WF171236"
"성동구","공공기관","중랑물재생센터 과학관","성동구 용답동 250-7","용답동 250-7(하수도과학관 2층 사무실)","서울시(삼성)","127.058046","37.5580231","WF171237"
"성동구","복지센터등","성동노인복지관","마장동 774-2","(2층복도)","SKT","127.0412389","37.5653403","WF172072"
"성동구","복지센터등","성동노인복지관","마장동 774-2","(2층 강의실)","SKT","127.0412389","37.5653403","WF172073"
"성동구","복지센터등","성동노인복지관","마장동 774-2","(3층복도)","SKT","127.0412389","37.5653403","WF172074"
"성동구","복지센터등","성동노인복지관","마장동 774-2","(3강의실)","SKT","127.0412389","37.5653403","WF172075"
"성동구","복지센터등","성동노인복지관","마장동 774-2","(4층복도)","SKT","127.0412389","37.5653403","WF172076"
"성동구","복지센터등","성동노인복지관","마장동 774-2","(4층강의실)","SKT","127.0412389","37.5653403","WF172077"
"성동구","문화관광","독서당 인문아카데미센터","서울특별시 성동구 금호로 20","독서당인문아카데미센터2층체험실2","자치구","127.025178","37.546278","WF173149"
"성동구","문화관광","독서당 인문아카데미센터","서울특별시 성동구 금호로 20","독서당인문아카데미센터2층체험실1","자치구","127.025178","37.546278","WF173150"
"성동구","문화관광","독서당 인문아카데미센터","서울특별시 성동구 금호로 20","독서당인문아카데미센터2층강의실3","자치구","127.025178","37.546278","WF173151"
"성동구","문화관광","독서당 인문아카데미센터","서울특별시 성동구 금호로 20","독서당인문아카데미센터2층라운지2","자치구","127.025178","37.546278","WF173152"
"성동구","문화관광","독서당 인문아카데미센터","서울특별시 성동구 금호로 20","독서당인문아카데미센터2층라운지1","자치구","127.025178","37.546278","WF173153"
"성동구","문화관광","독서당 인문아카데미센터","서울특별시 성동구 금호로 20","독서당인문아카데미센터1층강의실2","자치구","127.025178","37.546278","WF173154"
"성동구","문화관광","독서당 인문아카데미센터","서울특별시 성동구 금호로 20","독서당인문아카데미센터1층강의실1","자치구","127.025178","37.546278","WF173155"
"성동구","문화관광","독서당 인문아카데미센터","서울특별시 성동구 금호로 20","독서당인문아카데미센터1층북카페","자치구","127.025178","37.546278","WF173156"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터8층복도","자치구","127.046014","37.541423","WF173157"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터7층복도","자치구","127.046014","37.541423","WF173158"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터6층복도","자치구","127.046014","37.541423","WF173159"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터5층복도","자치구","127.046014","37.541423","WF173160"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터4층복도","자치구","127.046014","37.541423","WF173161"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터3층복도","자치구","127.046014","37.541423","WF173162"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터2층복도","자치구","127.046014","37.541423","WF173163"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터1층로비","자치구","127.046014","37.541423","WF173164"
"성동구","공공기관","성동 상생 도시센터","서울특별시 성동구 뚝섬로 1길 2","성동상생도시센터지하1층","자치구","127.046014","37.541423","WF173165"
"성동구","공공기관","4차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP1","자치구","127.040522","37.554921","WF173166"
"성동구","공공기관","5차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP2","자치구","127.040522","37.554921","WF173167"
"성동구","공공기관","6차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP3","자치구","127.040522","37.554921","WF173168"
"성동구","공공기관","7차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP4","자치구","127.040522","37.554921","WF173169"
"성동구","공공기관","8차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP5","자치구","127.040522","37.554921","WF173170"
"성동구","공공기관","9차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP6","자치구","127.040522","37.554921","WF173171"
"성동구","공공기관","10차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP7","자치구","127.040522","37.554921","WF173172"
"성동구","공공기관","11차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP8","자치구","127.040522","37.554921","WF173173"
"성동구","공공기관","12차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP9","자치구","127.040522","37.554921","WF173174"
"성동구","공공기관","13차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP10","자치구","127.040522","37.554921","WF173175"
"성동구","공공기관","14차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP11","자치구","127.040522","37.554921","WF173176"
"성동구","공공기관","15차산업혁명체험센터","서울특별시 성동구 살곶이길 327","4차산업혁명체험센터AP12","자치구","127.040522","37.554921","WF173177"
"성동구","공공기관","금호보건분소","서울특별시 성동구 행당로  12","금호보건분소AP1","자치구","127.019286","37.5544937","WF173178"
"성동구","공공기관","금호보건분소","서울특별시 성동구 행당로  12","금호보건분소AP2","자치구","127.019286","37.5544937","WF173179"
"성동구","공공기관","금호보건분소","서울특별시 성동구 행당로  12","금호보건분소AP3","자치구","127.019286","37.5544937","WF173180"
"성동구","공공기관","금호보건분소","서울특별시 성동구 행당로  12","금호보건분소AP4","자치구","127.019286","37.5544937","WF173181"
"성동구","공공기관","금호보건분소","서울특별시 성동구 행당로  12","금호보건분소AP5","자치구","127.019286","37.5544937","WF173182"
"성동구","공공기관","금호보건분소","서울특별시 성동구 행당로  12","금호보건분소AP6","자치구","127.019286","37.5544937","WF173183"
"성동구","문화관광","금호스포츠센터 AP1","서울특별시 성동구 금호로 20","금호스포츠센터AP1","자치구","127.019286","37.5544937","WF173184"
"성동구","문화관광","금호스포츠센터 AP2","서울특별시 성동구 금호로 20","금호스포츠센터AP2","자치구","127.019286","37.5544937","WF173185"
"성동구","문화관광","금호스포츠센터 AP3","서울특별시 성동구 금호로 20","금호스포츠센터AP3","자치구","127.019286","37.5544937","WF173186"
"성동구","문화관광","금호스포츠센터 AP4","서울특별시 성동구 금호로 20","금호스포츠센터AP4","자치구","127.019286","37.5544937","WF173187"
"성동구","공공기관","성수지역경제혁신센터 AP SB-4","서욹특별시 성동구 상원6나길 22-11","성수지역경제혁신센터APSB-4","자치구","127.0477646","37.5476485","WF173188"
"성동구","공공기관","성수지역경제혁신센터 AP SB-3","서욹특별시 성동구 상원6나길 22-11","성수지역경제혁신센터APSB-3","자치구","127.0477646","37.5476485","WF173189"
"성동구","공공기관","성수지역경제혁신센터 AP SB-2","서욹특별시 성동구 상원6나길 22-11","성수지역경제혁신센터APSB-2","자치구","127.0477646","37.5476485","WF173190"
"성동구","공공기관","성수지역경제혁신센터 AP SB-1","서욹특별시 성동구 상원6나길 22-11","성수지역경제혁신센터APSB-1","자치구","127.0477646","37.5476485","WF173191"
"성동구","공공기관","보건소","서울특별시 성동구 마장로23길 10","보건소서비스망AP1","자치구","127.033187","36.567031","WF177014"
"성동구","공공기관","보건소","서울특별시 성동구 마장로23길 10","보건소서비스망AP2","자치구","127.033187","36.567031","WF177015"
"성동구","공공기관","공유센터","서울특별시 성동구 행당로6길 10","공유센터AP1","자치구","127.0253385","37.554862","WF177016"
"성동구","공공기관","공유센터","서울특별시 성동구 행당로6길 10","공유센터AP2","자치구","127.0253385","37.554862","WF177017"
"성동구","공공기관","공유센터","서울특별시 성동구 행당로6길 10","공유센터AP3","자치구","127.0253385","37.554862","WF177018"
"성동구","공공기관","성동구청","서울특별시 성동구 고산자로 270","성동구청1층책마루AP1","자치구","127.036821","37.563456","WF177019"
"성동구","공공기관","성동구청","서울특별시 성동구 고산자로 270","성동구청1층책마루AP2","자치구","127.036821","37.563456","WF177020"
"성동구","공공기관","성동구청","서울특별시 성동구 고산자로 270","성동구청1층책마루AP3","자치구","127.036821","37.563456","WF177021"
"성동구","공공기관","옥수다락 AP1","서울특별시 성동구 동호로21","옥수다락AP1","자치구","127.0172318","37.5411913","WF177022"
"성동구","공공기관","옥수다락 AP2","서울특별시 성동구 동호로21","옥수다락AP2","자치구","127.0172318","37.5411913","WF177023"
"성동구","복지센터등","비젼트레이닝센터","자동차시장길48",""용답동 250-1 가동 1층 좌측 복도"","서울시(삼성)","127.1071941","37.6045141","WF181032"
"성동구","복지센터등","비젼트레이닝센터","자동차시장길48",""용답동 250-1 가동 1층 식당앞 복도"","서울시(삼성)","127.1071941","37.6045141","WF181033"
"성동구","복지센터등","비젼트레이닝센터","자동차시장길48",""용답동 250-1 가동 2층 좌측 복도"","서울시(삼성)","127.1071941","37.6045141","WF181034"
"성동구","복지센터등","비젼트레이닝센터","자동차시장길48",""용답동 250-1 가동 2층 우측 복도"","서울시(삼성)","127.1071941","37.6045141","WF181035"
"성동구","복지센터등","비젼트레이닝센터","자동차시장길48",""용답동 250-1 나동 1층 행정실앞"","서울시(삼성)","127.1071941","37.6045141","WF181036"
"성동구","복지센터등","비젼트레이닝센터","자동차시장길48",""용답동 250-1 나동 1층 우측 복도"","서울시(삼성)","127.1071941","37.6045141","WF181037"
"성동구","복지센터등","비젼트레이닝센터","자동차시장길48",""용답동 250-1 나동 2층 좌측 복도"","서울시(삼성)","127.1071941","37.6045141","WF181038"
"성동구","복지센터등","비젼트레이닝센터","자동차시장길48",""용답동 250-1 나동 2층 프로그램실앞"","서울시(삼성)","127.1071941","37.6045141","WF181039"
"성동구","공공기관","성동구청","서울특별시 성동구 고산자로 270","성동구청옥상AP1","자치구","127.036821","37.563456","WF182123"
"성동구","공공기관","성동구청","서울특별시 성동구 고산자로 270","성동구청옥상AP2","자치구","127.036821","37.563456","WF182124"
"성동구","공공기관","성동구청","서울특별시 성동구 고산자로 270","성동구청정문","자치구","127.036821","37.563456","WF182125"
"성동구","광장","왕십리광장(북)","성동구왕십리광장로17","왕십리광장(북)","자치구","127.037002","37.561456","WF182126"
"성동구","광장","왕십리광장(남)","성동구왕십리광장로17","왕십리광장(남)","자치구","127.03708","37.560741","WF182127"
"성동구","공공기관","성수수제화 희망플랫폼 1층","서울특별시 성동구 아차산로 53","성수수제화희망플랫폼1층","자치구","127.05123","37.5461207","WF182128"
"성동구","공공기관","성수수제화 희망플랫폼 2층","서울특별시 성동구 아차산로 53","성수수제화희망플랫폼2층","자치구","127.05123","37.5461207","WF182129"
"성동구","주요거리","성수수제화 희망플랫폼 수제화거리 AP1","성동구아차산로53","성수수제화희망플랫폼수제화거리AP1","자치구","127.05123","37.5461207","WF182130"
"성동구","주요거리","성수수제화 희망플랫폼 수제화거리 AP2","성동구아차산로53","성수수제화희망플랫폼수제화거리AP2","자치구","127.05123","37.5461207","WF182131"
"성북구","문화관광","구민정보화교육장","서울 성북구 삼선교로4길 47-1?","구민정보화센터","자치구","127.0065034","37.5853113","WF101008"
"성북구","공공기관","글로벌빌리지","서울시 성북구 성북로 134","글로벌빌리지","자치구","126.9926673","37.594837","WF101009"
"성북구","공공기관","도시관리지원센터","서울시 성북구 정릉로 180","도시관리지원센터","자치구","127.0026749","37.6067239","WF101010"
"성북구","공공기관","동선보건분소","서울시 성북구 아리랑로3길 8","동선보건분소","자치구","127.0135353","37.5935545","WF101011"
"성북구","공공기관","성북구 보건소","서울시 성북구 화랑로 63","성북구보건소","자치구","127.0188612","37.5980887","WF101012"
"성북구","공공기관","성북구 보건소","서울시 성북구 화랑로 63","성북구보건소","자치구","127.0188612","37.5980887","WF101013"
"성북구","공공기관","성북구 보건소","서울시 성북구 화랑로 63","성북구보건소","자치구","127.0188612","37.5980887","WF101014"
"성북구","공공기관","성북구 보건소","서울시 성북구 화랑로 63","성북구보건소","자치구","127.0188612","37.5980887","WF101015"
"성북구","공공기관","성북구청(각과)","서울시 성북구 보문로 168","성북구청내각과(브리지모드)","자치구","127.01674","37.589364","WF101016"
"성북구","공공기관","아동청소년센터","서울시 성북구 정릉로 242","아동청소년센터","자치구","127.0106617","37.6048786","WF101017"
"성북구","공공기관","아동청소년센터","서울시 성북구 정릉로 242","아동청소년센터","자치구","127.0106617","37.6048786","WF101018"
"성북구","공공기관","아동청소년센터","서울시 성북구 정릉로 242","아동청소년센터","자치구","127.0106617","37.6048786","WF101019"
"성북구","공공기관","아동청소년센터","서울시 성북구 정릉로 242","아동청소년센터","자치구","127.0106617","37.6048786","WF101020"
"성북구","공공기관","정릉(매표소)","서울시 성북구 정릉로24길 85","정릉(매표소)","자치구","127.0076764","37.6011397","WF101021"
"성북구","문화관광","평생학습지원센터","서울시 성북구 종암로 167","평생학습지원센터(3F)","자치구","127.030299","37.6049816","WF101022"
"성북구","문화관광","자기주도학습센터","서울시 성북구 오패산로3길 87","자기주도학습센터","자치구","127.0249806","37.6048189","WF115003"
"성북구","전통시장","돈암시장1","서울특별시 성북구 동소문로18길 10-1","동소문로18길 12-5 CCTV (배송센터 상인회사무실)","LGU+","127.0159041","37.5919183","WF121574"
"성북구","전통시장","돈암시장1","서울특별시 성북구 동소문로20길 16-12","동소문로20길 16-12 CCTV (시장사거리 기둥)","LGU+","127.0160741","37.5917741","WF121575"
"성북구","주요거리","성신여대(하나로거리)","서울특별시 성북구 동소문로22길 30","동소문로22길 30 (올레 매장앞 시설물)","LGU+","127.0179354","37.5916651","WF121576"
"성북구","주요거리","성신여대(하나로거리)","서울특별시 성북구 보문로34길 56","보문로34길 56 (까이유 헤어살롱 앞 CCTV 기둥)","LGU+","127.0184805","37.5908378","WF121577"
"성북구","주요거리","안암역","서울특별시 성북구 개운사길 38","개운사길 36 (하늘교육탑코리아 건너 리빙텔 옆 CCTV) (1) (개운사방향)","SKT","127.0293131","37.5880581","WF121578"
"성북구","주요거리","안암역","서울특별시 성북구 개운사길 38","개운사길 36 (하늘교육탑코리아 건너 리빙텔 옆 CCTV) (2) (전철역 방향)","SKT","127.0293131","37.5880581","WF121579"
"성북구","공원","개운산생태공원","성북구 종암동 54-182(공공NMS서버에서만 공인IP로핑정상)","성북구 종암동 54-182(공공NMS서버에서만 공인IP로핑정상)","서울시(LGU+)","127.027501","37.5952059","WF121580"
"성북구","공원","개운산생태공원","성북구 종암동 54-182(공공NMS서버에서만 공인IP로핑정상)","성북구 종암동 54-182(공공NMS서버에서만 공인IP로핑정상)","서울시(LGU+)","127.0266475","37.5960881","WF121581"
"성북구","공원","개운산생태공원","성북구 종암동 54-182(공공NMS서버에서만 공인IP로핑정상)","성북구 종암동 54-182(공공NMS서버에서만 공인IP로핑정상)","서울시(LGU+)","127.0260008","37.5972588","WF121582"
"성북구","공원","개운산생태공원","성북구 종암동 54-182(공공NMS서버에서만 공인IP로핑정상)","성북구 종암동 54-182(공공NMS서버에서만 공인IP로핑정상)","서울시(LGU+)","127.0272121","37.5999117","WF121583"
"성북구","문화관광","새날도서관","서울특별시 성북구 종암로 98-8","종암동 16-8","미래부(LGU+)","127.0350983","37.5990302","WF121584"
"성북구","문화관광","서경로꿈마루도서관","서울특별시 성북구 서경로 94-1","정릉1동 227-176","미래부(LGU+)","127.0138624","37.6114625","WF121585"
"성북구","문화관광","성북구민체육관","서울특별시 성북구 화랑로13길 46","하월곡동 2-1_1층","미래부(SKT)","127.0415413","37.6053593","WF121586"
"성북구","문화관광","성북구민체육관","서울특별시 성북구 화랑로13길 46","하월곡동 2-1_2층","미래부(SKT)","127.0415413","37.6053593","WF121587"
"성북구","문화관광","성북구민체육관","서울특별시 성북구 화랑로13길 46","하월곡동 2-1_지하1층","미래부(SKT)","127.0415413","37.6053593","WF121588"
"성북구","문화관광","성북구민회관","서울특별시 성북구 성북로4길 177","돈암동 606-275","미래부(LGU+)","127.0085677","37.5955487","WF121589"
"성북구","복지센터등","성북장애인복지관","서울특별시 성북구 화랑로 130","하월곡동 11-11","미래부(LGU+)","127.045687","37.604635","WF121590"
"성북구","문화관광","성북정보도서관","서울특별시 성북구 화랑로18자길 13","상월곡동 24-348_1층","미래부(SKT)","127.050823","37.6050874","WF121591"
"성북구","문화관광","성북정보도서관","서울특별시 성북구 화랑로18자길 13","상월곡동 24-348_2층","미래부(SKT)","127.050823","37.6050874","WF121592"
"성북구","문화관광","성북정보도서관","서울특별시 성북구 화랑로18자길 13","상월곡동 24-348_3층","미래부(SKT)","127.050823","37.6050874","WF121593"
"성북구","문화관광","성북정보도서관","서울특별시 성북구 화랑로18자길 13","상월곡동 24-348_4층","미래부(SKT)","127.050823","37.6050874","WF121594"
"성북구","문화관광","성북정보도서관","서울특별시 성북구 화랑로18자길 13","상월곡동 24-348_5층","미래부(SKT)","127.050823","37.6050874","WF121595"
"성북구","문화관광","성북정보도서관","서울특별시 성북구 화랑로18자길 13","상월곡동 24-348_지하1층","미래부(SKT)","127.050823","37.6050874","WF121596"
"성북구","전통시장","길음시장","서울특별시 성북구 동소문로 227","길음동 540-2(성재네(120호)앞 천정)","LGU+","127.022098","37.602968","WF132022"
"성북구","전통시장","길음시장","서울특별시 성북구 동소문로 227","길음로7길 36-12(동화미용실간판(48호) 위)","LGU+","127.022098","37.602968","WF132023"
"성북구","전통시장","길음시장","서울특별시 성북구 동소문로 227","길음로7길 36-12(정화사(44호) 앞 천정)","LGU+","127.022098","37.602968","WF132024"
"성북구","전통시장","돈암시장2","서울특별시 성북구 동소문로18길 15","동소문로 86-15 (상인회사무실앞 CCTV) (나들가게 간판위 기둥)","LGU+","127.016049","37.591769","WF132025"
"성북구","전통시장","돈암시장2","서울특별시 성북구 동소문로18길 12-14","동소문로18길 12-7(E편한 할인마트옆 기둥) (숙이네반찬)","LGU+","127.015251","37.591711","WF132026"
"성북구","전통시장","장위골목시장","서울특별시 성북구 장위로38길 19-2","장위2동 68-225(친절정육점(1-2) 매장옆기둥)","LGU+","127.050841","37.612501","WF132027"
"성북구","전통시장","장위골목시장","서울특별시 성북구 돌곶이로27나길 56","장위2동 68-225(식스업(2-22) 매장옆 기둥)","LGU+","127.051118","37.611667","WF132028"
"성북구","공원","고암어린이공원","서울특별시 성북구 종암로25길 29","종암동 133-5","서울시(LGU+)","127.031609","37.599835","WF132029"
"성북구","공원","길음동어린이공원","서울특별시 성북구 서경로6길 13","길음1동 1284-1","서울시(LGU+)","127.016063","37.607262","WF132030"
"성북구","공원","꿈나라어린이공원","서울특별시 성북구 안암로3길 35","보문동7가 108-2","서울시(LGU+)","127.022969","37.580231","WF132031"
"성북구","공원","될뫼어린이공원","서울특별시 성북구 화랑로18길 96","석관동 산1-77","서울시(LGU+)","127.053016","37.605251","WF132032"
"성북구","공원","모랫말근린공원","서울특별시 성북구 화랑로1길 46","월곡1동 90-206","서울시(LGU+)","127.033027","37.605033","WF132033"
"성북구","공원","배밭골어린이공원","서울특별시 성북구 정릉로10길 46","정릉3동 895-2","서울시(LGU+)","126.999098","37.607867","WF132034"
"성북구","공원","북한산도시자연공원","서울특별시 성북구 솔샘로25길 121-50","정릉4동 산12-3(생태체험관)","서울시(LGU+)","127.006857","37.620917","WF132035"
"성북구","공원","북한산도시자연공원","서울특별시 성북구 솔샘로25길 121-50","정릉4동 산12-3(생태체험관)","서울시(LGU+)","127.006857","37.620917","WF132036"
"성북구","공원","북한산도시자연공원","서울특별시 성북구 솔샘로25가길 8","정릉4동 798-1(정릉초교정문좌측옆)","서울시(LGU+)","127.004592","37.619922","WF132037"
"성북구","공원","샛별어린이공원","서울특별시 성북구 화랑로42길 44","석관동 168-86","서울시(LGU+)","127.064337","37.614057","WF132038"
"성북구","전통시장","석관황금시장","서울특별시 성북구 한천로73길 26","석관동 281-9(이모네반찬 옆 기둥)","서울시(LGU+)","127.062017","37.609706","WF132039"
"성북구","전통시장","석관황금시장","서울특별시 성북구 한천로73길 26","석관동 281-9(은혜과일 옆 기둥)","서울시(LGU+)","127.062017","37.609706","WF132040"
"성북구","전통시장","석관황금시장","서울특별시 성북구 한천로73길 26","석관동 281-9(농협안심축산물 옆 기둥)","서울시(LGU+)","127.062725","37.609789","WF132041"
"성북구","공원","솔숲어린이공원","서울특별시 성북구 서경로 16-3","정릉1동 170-10","서울시(LGU+)","127.014879","37.605113","WF132042"
"성북구","공원","솔향기어린이공원","서울특별시 성북구 삼양로9길 21","길음1동 1190","서울시(LGU+)","127.021873","37.608099","WF132043"
"성북구","공원","오동근린공원","서울특별시 성북구 장위로20길 50","장위1동 산3-106","서울시(LGU+)","127.04302","37.611575","WF132044"
"성북구","공원","장위동향나물쉼터","서울특별시 성북구 장위로21다길 47","장위1동 223-7","서울시(LGU+)","127.04612","37.615845","WF132045"
"성북구","공원","종암어린이공원","서울특별시 성북구 월곡로5길 49-14","종암동 134-8","서울시(LGU+)","127.036597","37.598549","WF132046"
"성북구","공원","종암어린이공원","서울특별시 성북구 종암로24가길 53","종암동 104-6","서울시(LGU+)","127.037368","37.60013","WF132047"
